TransactionID	CardID	 TransactionAmount 	 TransactionRevenue 	TransactionDate	SettlementDate	AssignedFeePercentage
4307	1055.00	 77 719.00 	 1 253.96 Kè 	16.03.2023	2023-03-17	1.61%
4308	1019.00	 30 737.00 	 428.63 Kè 	20.03.2023	2023-03-23	1.39%
4309	1037.00	 48 693.00 	 560.12 Kè 	23.03.2023	2023-03-27	1.15%
4310	1114.00	 63 890.00 	 1 050.59 Kè 	03.03.2023	2023-03-05	1.64%
4311	1001.00	 17 088.00 	 220.67 Kè 	17.03.2023	2023-03-19	1.29%
4312	1174.00	 71 827.00 	 1 394.59 Kè 	22.03.2023	2023-03-23	1.94%
4313	1157.00	 39 460.00 	 690.81 Kè 	06.03.2023	2023-03-09	1.75%
4314	1198.00	 35 706.00 	 439.08 Kè 	24.03.2023	2023-03-26	1.23%
4315	1135.00	 50 556.00 	 877.22 Kè 	17.03.2023	2023-03-21	1.74%
4316	1164.00	 73 311.00 	 1 329.36 Kè 	18.03.2023	2023-03-21	1.81%
4317	1179.00	 20 834.00 	 332.07 Kè 	11.03.2023	2023-03-14	1.59%
4318	1073.00	 53 531.00 	 757.26 Kè 	24.03.2023	2023-03-26	1.41%
4319	1113.00	 17 935.00 	 189.27 Kè 	07.03.2023	2023-03-09	1.06%
4320	1101.00	 82 239.00 	 831.14 Kè 	17.03.2023	2023-03-18	1.01%
4321	1051.00	 15 061.00 	 249.19 Kè 	25.03.2023	2023-03-28	1.65%
4322	1078.00	 19 825.00 	 306.22 Kè 	16.03.2023	2023-03-20	1.54%
4323	1107.00	 19 605.00 	 324.41 Kè 	17.03.2023	2023-03-19	1.65%
4324	1008.00	 41 152.00 	 682.69 Kè 	05.03.2023	2023-03-09	1.66%
4325	1119.00	 92 306.00 	 1 270.82 Kè 	25.03.2023	2023-03-26	1.38%
4326	1170.00	 57 347.00 	 709.61 Kè 	10.03.2023	2023-03-12	1.24%
4327	1029.00	 81 711.00 	 1 332.42 Kè 	18.03.2023	2023-03-21	1.63%
4328	1045.00	 97 421.00 	 1 069.06 Kè 	05.03.2023	2023-03-06	1.10%
4329	1185.00	 94 139.00 	 1 315.38 Kè 	17.03.2023	2023-03-18	1.40%
4330	1150.00	 1 919.00 	 31.56 Kè 	02.03.2023	2023-03-06	1.64%
4331	1069.00	 34 278.00 	 431.30 Kè 	11.03.2023	2023-03-15	1.26%
4332	1159.00	 69 033.00 	 762.41 Kè 	04.03.2023	2023-03-08	1.10%
4333	1156.00	 5 811.00 	 69.33 Kè 	16.03.2023	2023-03-20	1.19%
4334	1151.00	 63 020.00 	 656.53 Kè 	17.03.2023	2023-03-21	1.04%
4335	1025.00	 67 296.00 	 950.09 Kè 	18.03.2023	2023-03-20	1.41%
4336	1145.00	 9 454.00 	 169.33 Kè 	08.03.2023	2023-03-12	1.79%
4337	1181.00	 80 831.00 	 1 020.61 Kè 	06.03.2023	2023-03-09	1.26%
4338	1026.00	 49 285.00 	 725.89 Kè 	07.03.2023	2023-03-11	1.47%
4339	1167.00	 49 866.00 	 555.46 Kè 	03.03.2023	2023-03-04	1.11%
4340	1035.00	 64 275.00 	 862.86 Kè 	08.03.2023	2023-03-09	1.34%
4341	1150.00	 7 763.00 	 129.39 Kè 	28.03.2023	2023-04-01	1.67%
4342	1098.00	 30 125.00 	 509.84 Kè 	08.03.2023	2023-03-12	1.69%
4343	1001.00	 34 866.00 	 553.18 Kè 	24.03.2023	2023-03-25	1.59%
4344	1133.00	 39 762.00 	 455.69 Kè 	28.03.2023	2023-03-30	1.15%
4345	1099.00	 62 509.00 	 1 033.56 Kè 	24.03.2023	2023-03-25	1.65%
4346	1166.00	 67 001.00 	 1 111.67 Kè 	02.03.2023	2023-03-03	1.66%
4347	1176.00	 31 761.00 	 454.43 Kè 	25.03.2023	2023-03-27	1.43%
4348	1153.00	 22 658.00 	 336.93 Kè 	10.03.2023	2023-03-14	1.49%
4349	1138.00	 3 442.00 	 58.14 Kè 	05.03.2023	2023-03-06	1.69%
4350	1026.00	 82 226.00 	 988.00 Kè 	03.03.2023	2023-03-05	1.20%
4351	1113.00	 26 620.00 	 531.04 Kè 	26.03.2023	2023-03-30	1.99%
4352	1157.00	 8 764.00 	 131.32 Kè 	16.03.2023	2023-03-17	1.50%
4353	1070.00	 79 370.00 	 1 309.57 Kè 	28.03.2023	2023-04-01	1.65%
4354	1004.00	 61 890.00 	 701.60 Kè 	07.03.2023	2023-03-09	1.13%
4355	1080.00	 67 425.00 	 897.66 Kè 	16.03.2023	2023-03-20	1.33%
4356	1037.00	 55 714.00 	 926.17 Kè 	01.03.2023	2023-03-04	1.66%
4357	1094.00	 49 555.00 	 627.42 Kè 	27.03.2023	2023-03-30	1.27%
4358	1004.00	 13 130.00 	 245.08 Kè 	08.03.2023	2023-03-11	1.87%
4359	1063.00	 80 198.00 	 1 341.18 Kè 	09.03.2023	2023-03-13	1.67%
4360	1131.00	 60 154.00 	 1 046.42 Kè 	02.03.2023	2023-03-04	1.74%
4361	1144.00	 70 463.00 	 1 164.84 Kè 	08.03.2023	2023-03-10	1.65%
4362	1155.00	 44 501.00 	 724.87 Kè 	14.03.2023	2023-03-15	1.63%
4363	1159.00	 9 657.00 	 161.79 Kè 	23.03.2023	2023-03-26	1.68%
4364	1070.00	 75 389.00 	 1 394.46 Kè 	18.03.2023	2023-03-22	1.85%
4365	1049.00	 41 053.00 	 811.27 Kè 	13.03.2023	2023-03-14	1.98%
4366	1197.00	 80 709.00 	 1 568.12 Kè 	01.03.2023	2023-03-04	1.94%
4367	1179.00	 86 044.00 	 1 247.19 Kè 	01.03.2023	2023-03-05	1.45%
4368	1138.00	 53 976.00 	 594.85 Kè 	20.03.2023	2023-03-22	1.10%
4369	1103.00	 59 657.00 	 664.48 Kè 	24.03.2023	2023-03-27	1.11%
4370	1196.00	 54 086.00 	 1 052.22 Kè 	08.03.2023	2023-03-12	1.95%
4371	1143.00	 85 368.00 	 1 704.81 Kè 	09.03.2023	2023-03-11	2.00%
4372	1170.00	 51 238.00 	 723.70 Kè 	12.03.2023	2023-03-16	1.41%
4373	1170.00	 70 182.00 	 1 011.89 Kè 	11.03.2023	2023-03-13	1.44%
4374	1065.00	 89 402.00 	 1 712.93 Kè 	17.03.2023	2023-03-21	1.92%
4375	1190.00	 96 906.00 	 1 519.47 Kè 	21.03.2023	2023-03-24	1.57%
4376	1125.00	 79 178.00 	 904.35 Kè 	01.03.2023	2023-03-04	1.14%
4377	1008.00	 6 711.00 	 83.17 Kè 	09.03.2023	2023-03-12	1.24%
4378	1002.00	 46 511.00 	 536.04 Kè 	06.03.2023	2023-03-07	1.15%
4379	1137.00	 2 913.00 	 54.02 Kè 	18.03.2023	2023-03-19	1.85%
4380	1003.00	 58 458.00 	 1 121.05 Kè 	15.03.2023	2023-03-17	1.92%
4381	1170.00	 12 578.00 	 206.70 Kè 	26.03.2023	2023-03-28	1.64%
4382	1154.00	 42 196.00 	 729.29 Kè 	27.03.2023	2023-03-31	1.73%
4383	1175.00	 31 636.00 	 614.01 Kè 	20.03.2023	2023-03-24	1.94%
4384	1070.00	 34 459.00 	 565.79 Kè 	23.03.2023	2023-03-24	1.64%
4385	1157.00	 80 720.00 	 1 259.03 Kè 	24.03.2023	2023-03-28	1.56%
4386	1061.00	 99 590.00 	 1 867.32 Kè 	16.03.2023	2023-03-19	1.88%
4387	1126.00	 57 917.00 	 776.17 Kè 	03.03.2023	2023-03-04	1.34%
4388	1106.00	 27 127.00 	 516.80 Kè 	26.03.2023	2023-03-30	1.91%
4389	1046.00	 8 498.00 	 114.50 Kè 	19.03.2023	2023-03-23	1.35%
4390	1048.00	 52 187.00 	 887.97 Kè 	20.03.2023	2023-03-24	1.70%
4391	1092.00	 82 165.00 	 1 147.78 Kè 	16.03.2023	2023-03-19	1.40%
4392	1049.00	 47 461.00 	 570.79 Kè 	08.03.2023	2023-03-12	1.20%
4393	1097.00	 88 567.00 	 1 151.56 Kè 	03.03.2023	2023-03-04	1.30%
4394	1159.00	 65 163.00 	 700.83 Kè 	02.03.2023	2023-03-05	1.08%
4395	1112.00	 14 887.00 	 275.79 Kè 	11.03.2023	2023-03-13	1.85%
4396	1116.00	 4 136.00 	 75.54 Kè 	02.03.2023	2023-03-06	1.83%
4397	1130.00	 77 699.00 	 1 135.59 Kè 	03.03.2023	2023-03-04	1.46%
4398	1174.00	 16 968.00 	 332.52 Kè 	13.03.2023	2023-03-14	1.96%
4399	1016.00	 80 102.00 	 1 200.71 Kè 	03.03.2023	2023-03-06	1.50%
4400	1106.00	 74 425.00 	 1 376.28 Kè 	16.03.2023	2023-03-19	1.85%
4401	1087.00	 89 818.00 	 1 323.65 Kè 	21.03.2023	2023-03-22	1.47%
4402	1119.00	 6 733.00 	 100.68 Kè 	18.03.2023	2023-03-22	1.50%
4403	1058.00	 62 573.00 	 1 105.57 Kè 	14.03.2023	2023-03-18	1.77%
4404	1066.00	 84 289.00 	 872.50 Kè 	06.03.2023	2023-03-07	1.04%
4405	1148.00	 39 686.00 	 403.69 Kè 	18.03.2023	2023-03-22	1.02%
4406	1194.00	 20 864.00 	 392.07 Kè 	03.03.2023	2023-03-07	1.88%
4407	1196.00	 7 774.00 	 95.03 Kè 	23.03.2023	2023-03-24	1.22%
4408	1155.00	 65 358.00 	 770.64 Kè 	01.03.2023	2023-03-02	1.18%
4409	1138.00	 47 350.00 	 854.59 Kè 	25.03.2023	2023-03-27	1.80%
4410	1079.00	 38 461.00 	 573.68 Kè 	10.03.2023	2023-03-12	1.49%
4411	1010.00	 3 284.00 	 61.12 Kè 	06.03.2023	2023-03-07	1.86%
4412	1098.00	 58 566.00 	 620.34 Kè 	19.03.2023	2023-03-21	1.06%
4413	1048.00	 3 791.00 	 75.81 Kè 	24.03.2023	2023-03-28	2.00%
4414	1145.00	 57 293.00 	 937.11 Kè 	07.03.2023	2023-03-11	1.64%
4415	1059.00	 82 373.00 	 853.23 Kè 	08.03.2023	2023-03-11	1.04%
4416	1162.00	 20 112.00 	 382.91 Kè 	09.03.2023	2023-03-10	1.90%
4417	1179.00	 27 494.00 	 343.49 Kè 	11.03.2023	2023-03-14	1.25%
4418	1072.00	 71 312.00 	 1 183.86 Kè 	11.03.2023	2023-03-12	1.66%
4419	1022.00	 63 795.00 	 1 108.35 Kè 	27.03.2023	2023-03-30	1.74%
4420	1105.00	 83 825.00 	 1 222.00 Kè 	19.03.2023	2023-03-20	1.46%
4421	1069.00	 40 653.00 	 694.20 Kè 	19.03.2023	2023-03-21	1.71%
4422	1078.00	 2 510.00 	 42.71 Kè 	01.03.2023	2023-03-05	1.70%
4423	1065.00	 30 305.00 	 339.90 Kè 	25.03.2023	2023-03-29	1.12%
4424	1136.00	 3 228.00 	 45.86 Kè 	02.03.2023	2023-03-05	1.42%
4425	1177.00	 90 012.00 	 1 220.84 Kè 	15.03.2023	2023-03-16	1.36%
4426	1012.00	 43 075.00 	 445.28 Kè 	03.03.2023	2023-03-04	1.03%
4427	1096.00	 26 165.00 	 345.96 Kè 	28.03.2023	2023-03-31	1.32%
4428	1094.00	 40 714.00 	 566.83 Kè 	26.03.2023	2023-03-27	1.39%
4429	1132.00	 1 369.00 	 27.10 Kè 	24.03.2023	2023-03-28	1.98%
4430	1117.00	 95 734.00 	 1 788.03 Kè 	06.03.2023	2023-03-07	1.87%
4431	1049.00	 83 266.00 	 1 615.26 Kè 	23.03.2023	2023-03-24	1.94%
4432	1100.00	 59 583.00 	 888.31 Kè 	04.03.2023	2023-03-07	1.49%
4433	1131.00	 79 246.00 	 933.47 Kè 	05.03.2023	2023-03-09	1.18%
4434	1154.00	 30 492.00 	 419.10 Kè 	17.03.2023	2023-03-18	1.37%
4435	1109.00	 31 190.00 	 356.56 Kè 	23.03.2023	2023-03-24	1.14%
4436	1016.00	 27 337.00 	 439.25 Kè 	19.03.2023	2023-03-22	1.61%
4437	1120.00	 57 923.00 	 1 016.79 Kè 	01.03.2023	2023-03-04	1.76%
4438	1170.00	 29 545.00 	 449.88 Kè 	02.03.2023	2023-03-06	1.52%
4439	1018.00	 28 219.00 	 543.71 Kè 	02.03.2023	2023-03-03	1.93%
4440	1045.00	 58 725.00 	 760.34 Kè 	05.03.2023	2023-03-07	1.29%
4441	1183.00	 77 697.00 	 949.18 Kè 	27.03.2023	2023-03-29	1.22%
4442	1113.00	 77 510.00 	 1 163.51 Kè 	03.03.2023	2023-03-07	1.50%
4443	1046.00	 61 738.00 	 919.97 Kè 	12.03.2023	2023-03-13	1.49%
4444	1134.00	 82 493.00 	 1 569.36 Kè 	02.03.2023	2023-03-04	1.90%
4445	1073.00	 11 083.00 	 154.37 Kè 	19.03.2023	2023-03-22	1.39%
4446	1021.00	 3 526.00 	 37.48 Kè 	10.03.2023	2023-03-13	1.06%
4447	1135.00	 7 482.00 	 107.28 Kè 	23.03.2023	2023-03-27	1.43%
4448	1087.00	 21 894.00 	 277.42 Kè 	01.03.2023	2023-03-02	1.27%
4449	1014.00	 37 695.00 	 424.61 Kè 	15.03.2023	2023-03-17	1.13%
4450	1122.00	 57 071.00 	 961.68 Kè 	06.03.2023	2023-03-09	1.69%
4451	1199.00	 51 925.00 	 1 000.62 Kè 	08.03.2023	2023-03-11	1.93%
4452	1105.00	 6 247.00 	 114.16 Kè 	17.03.2023	2023-03-21	1.83%
4453	1052.00	 37 387.00 	 642.47 Kè 	16.03.2023	2023-03-18	1.72%
4454	1197.00	 7 324.00 	 116.14 Kè 	24.03.2023	2023-03-28	1.59%
4455	1144.00	 11 443.00 	 136.04 Kè 	17.03.2023	2023-03-20	1.19%
4456	1172.00	 90 777.00 	 1 461.33 Kè 	12.03.2023	2023-03-15	1.61%
4457	1171.00	 94 209.00 	 1 540.16 Kè 	14.03.2023	2023-03-17	1.63%
4458	1068.00	 66 205.00 	 937.57 Kè 	20.03.2023	2023-03-23	1.42%
4459	1033.00	 16 667.00 	 247.98 Kè 	20.03.2023	2023-03-23	1.49%
4460	1045.00	 10 010.00 	 123.84 Kè 	15.03.2023	2023-03-17	1.24%
4461	1031.00	 87 282.00 	 1 271.70 Kè 	24.03.2023	2023-03-26	1.46%
4462	1108.00	 64 246.00 	 664.18 Kè 	12.03.2023	2023-03-15	1.03%
4463	1105.00	 16 622.00 	 323.15 Kè 	11.03.2023	2023-03-13	1.94%
4464	1145.00	 99 836.00 	 1 376.17 Kè 	12.03.2023	2023-03-16	1.38%
4465	1057.00	 64 254.00 	 1 209.33 Kè 	09.03.2023	2023-03-10	1.88%
4466	1196.00	 10 009.00 	 160.75 Kè 	09.03.2023	2023-03-11	1.61%
4467	1190.00	 18 189.00 	 262.47 Kè 	18.03.2023	2023-03-22	1.44%
4468	1058.00	 77 613.00 	 844.56 Kè 	18.03.2023	2023-03-22	1.09%
4469	1129.00	 7 953.00 	 140.19 Kè 	14.03.2023	2023-03-16	1.76%
4470	1174.00	 94 558.00 	 1 681.72 Kè 	17.03.2023	2023-03-21	1.78%
4471	1034.00	 65 299.00 	 1 053.51 Kè 	25.03.2023	2023-03-26	1.61%
4472	1199.00	 64 557.00 	 746.15 Kè 	09.03.2023	2023-03-12	1.16%
4473	1125.00	 82 431.00 	 1 210.25 Kè 	04.03.2023	2023-03-06	1.47%
4474	1084.00	 26 841.00 	 385.93 Kè 	23.03.2023	2023-03-27	1.44%
4475	1091.00	 44 491.00 	 727.35 Kè 	06.03.2023	2023-03-10	1.63%
4476	1027.00	 43 821.00 	 770.53 Kè 	04.03.2023	2023-03-05	1.76%
4477	1181.00	 21 320.00 	 338.78 Kè 	01.03.2023	2023-03-05	1.59%
4478	1110.00	 40 403.00 	 474.98 Kè 	23.03.2023	2023-03-24	1.18%
4479	1062.00	 2 914.00 	 31.36 Kè 	02.03.2023	2023-03-03	1.08%
4480	1117.00	 62 837.00 	 1 104.66 Kè 	04.03.2023	2023-03-06	1.76%
4481	1099.00	 54 862.00 	 799.52 Kè 	07.03.2023	2023-03-10	1.46%
4482	1111.00	 55 222.00 	 997.81 Kè 	16.03.2023	2023-03-20	1.81%
4483	1056.00	 37 473.00 	 597.22 Kè 	26.03.2023	2023-03-29	1.59%
4484	1100.00	 64 554.00 	 1 035.28 Kè 	12.03.2023	2023-03-16	1.60%
4485	1063.00	 76 578.00 	 1 457.04 Kè 	02.03.2023	2023-03-03	1.90%
4486	1075.00	 84 021.00 	 1 411.93 Kè 	13.03.2023	2023-03-16	1.68%
4487	1055.00	 71 204.00 	 1 242.85 Kè 	24.03.2023	2023-03-25	1.75%
4488	1077.00	 34 273.00 	 443.52 Kè 	23.03.2023	2023-03-24	1.29%
4489	1192.00	 78 904.00 	 940.69 Kè 	16.03.2023	2023-03-18	1.19%
4490	1170.00	 93 425.00 	 1 687.38 Kè 	07.03.2023	2023-03-09	1.81%
4491	1115.00	 80 245.00 	 1 010.58 Kè 	24.03.2023	2023-03-28	1.26%
4492	1139.00	 10 298.00 	 170.95 Kè 	19.03.2023	2023-03-22	1.66%
4493	1055.00	 48 276.00 	 645.74 Kè 	08.03.2023	2023-03-11	1.34%
4494	1094.00	 49 232.00 	 933.93 Kè 	11.03.2023	2023-03-14	1.90%
4495	1059.00	 74 316.00 	 920.48 Kè 	16.03.2023	2023-03-17	1.24%
4496	1018.00	 15 960.00 	 202.33 Kè 	25.03.2023	2023-03-29	1.27%
4497	1094.00	 91 735.00 	 1 691.86 Kè 	28.03.2023	2023-03-31	1.84%
4498	1104.00	 7 300.00 	 121.38 Kè 	16.03.2023	2023-03-17	1.66%
4499	1067.00	 82 456.00 	 1 113.10 Kè 	15.03.2023	2023-03-18	1.35%
4500	1194.00	 20 544.00 	 249.54 Kè 	06.03.2023	2023-03-07	1.21%
4501	1036.00	 50 038.00 	 825.35 Kè 	20.03.2023	2023-03-24	1.65%
4502	1099.00	 76 829.00 	 1 186.75 Kè 	18.03.2023	2023-03-22	1.54%
4503	1172.00	 83 388.00 	 1 129.15 Kè 	06.03.2023	2023-03-08	1.35%
4504	1191.00	 42 170.00 	 646.48 Kè 	09.03.2023	2023-03-10	1.53%
4505	1095.00	 9 842.00 	 165.55 Kè 	14.03.2023	2023-03-18	1.68%
4506	1123.00	 93 997.00 	 1 063.80 Kè 	16.03.2023	2023-03-20	1.13%
4507	1055.00	 5 404.00 	 107.14 Kè 	05.03.2023	2023-03-09	1.98%
4508	1019.00	 76 890.00 	 1 025.28 Kè 	27.03.2023	2023-03-29	1.33%
4509	1037.00	 8 533.00 	 140.95 Kè 	23.03.2023	2023-03-24	1.65%
4510	1114.00	 57 962.00 	 1 055.32 Kè 	12.03.2023	2023-03-13	1.82%
4511	1001.00	 51 469.00 	 814.55 Kè 	17.03.2023	2023-03-18	1.58%
4512	1174.00	 43 414.00 	 724.33 Kè 	11.03.2023	2023-03-15	1.67%
4513	1157.00	 5 200.00 	 75.08 Kè 	21.03.2023	2023-03-25	1.44%
4514	1198.00	 25 499.00 	 347.84 Kè 	01.03.2023	2023-03-04	1.36%
4515	1135.00	 71 801.00 	 1 274.63 Kè 	06.03.2023	2023-03-08	1.78%
4516	1164.00	 19 033.00 	 379.32 Kè 	13.03.2023	2023-03-14	1.99%
4517	1179.00	 42 884.00 	 694.56 Kè 	06.03.2023	2023-03-08	1.62%
4518	1073.00	 9 214.00 	 163.75 Kè 	13.03.2023	2023-03-14	1.78%
4519	1113.00	 84 635.00 	 1 178.22 Kè 	21.03.2023	2023-03-24	1.39%
4520	1101.00	 53 490.00 	 585.22 Kè 	24.03.2023	2023-03-27	1.09%
4521	1051.00	 34 505.00 	 683.10 Kè 	24.03.2023	2023-03-27	1.98%
4522	1078.00	 86 034.00 	 1 665.26 Kè 	11.03.2023	2023-03-12	1.94%
4523	1107.00	 43 371.00 	 776.26 Kè 	08.03.2023	2023-03-11	1.79%
4524	1008.00	 2 726.00 	 29.64 Kè 	28.03.2023	2023-04-01	1.09%
4525	1119.00	 79 426.00 	 1 332.60 Kè 	06.03.2023	2023-03-08	1.68%
4526	1170.00	 2 567.00 	 26.59 Kè 	05.03.2023	2023-03-08	1.04%
4527	1029.00	 42 105.00 	 468.60 Kè 	26.03.2023	2023-03-29	1.11%
4528	1045.00	 60 216.00 	 693.53 Kè 	07.03.2023	2023-03-09	1.15%
4529	1185.00	 29 033.00 	 465.80 Kè 	19.03.2023	2023-03-23	1.60%
4530	1150.00	 90 962.00 	 1 085.90 Kè 	06.03.2023	2023-03-09	1.19%
4531	1069.00	 45 726.00 	 648.75 Kè 	06.03.2023	2023-03-10	1.42%
4532	1159.00	 3 067.00 	 36.16 Kè 	27.03.2023	2023-03-28	1.18%
4533	1156.00	 36 093.00 	 634.45 Kè 	12.03.2023	2023-03-14	1.76%
4534	1151.00	 18 043.00 	 227.36 Kè 	07.03.2023	2023-03-11	1.26%
4535	1025.00	 64 042.00 	 1 277.06 Kè 	12.03.2023	2023-03-14	1.99%
4536	1145.00	 90 447.00 	 1 064.65 Kè 	20.03.2023	2023-03-21	1.18%
4537	1181.00	 81 726.00 	 1 515.42 Kè 	04.03.2023	2023-03-08	1.85%
4538	1026.00	 55 873.00 	 845.23 Kè 	08.03.2023	2023-03-12	1.51%
4539	1167.00	 45 034.00 	 887.09 Kè 	24.03.2023	2023-03-28	1.97%
4540	1035.00	 83 952.00 	 1 349.97 Kè 	05.03.2023	2023-03-07	1.61%
4541	1150.00	 51 325.00 	 998.70 Kè 	10.03.2023	2023-03-11	1.95%
4542	1098.00	 73 901.00 	 985.94 Kè 	07.03.2023	2023-03-09	1.33%
4543	1001.00	 43 118.00 	 658.23 Kè 	28.03.2023	2023-03-31	1.53%
4544	1133.00	 55 693.00 	 829.06 Kè 	20.03.2023	2023-03-22	1.49%
4545	1099.00	 60 316.00 	 1 168.92 Kè 	19.03.2023	2023-03-23	1.94%
4546	1166.00	 84 235.00 	 1 536.54 Kè 	24.03.2023	2023-03-25	1.82%
4547	1176.00	 59 496.00 	 820.21 Kè 	11.03.2023	2023-03-12	1.38%
4548	1153.00	 5 232.00 	 93.47 Kè 	03.03.2023	2023-03-06	1.79%
4549	1138.00	 71 795.00 	 885.03 Kè 	09.03.2023	2023-03-11	1.23%
4550	1026.00	 50 753.00 	 609.97 Kè 	07.03.2023	2023-03-10	1.20%
4551	1113.00	 15 386.00 	 244.86 Kè 	25.03.2023	2023-03-29	1.59%
4552	1157.00	 61 916.00 	 1 123.23 Kè 	11.03.2023	2023-03-13	1.81%
4553	1070.00	 69 104.00 	 871.43 Kè 	19.03.2023	2023-03-20	1.26%
4554	1004.00	 47 756.00 	 800.84 Kè 	20.03.2023	2023-03-21	1.68%
4555	1080.00	 34 820.00 	 647.60 Kè 	16.03.2023	2023-03-17	1.86%
4556	1037.00	 40 616.00 	 631.52 Kè 	05.03.2023	2023-03-07	1.55%
4557	1094.00	 60 210.00 	 814.68 Kè 	03.03.2023	2023-03-07	1.35%
4558	1004.00	 21 191.00 	 271.05 Kè 	27.03.2023	2023-03-30	1.28%
4559	1063.00	 99 194.00 	 1 253.69 Kè 	09.03.2023	2023-03-13	1.26%
4560	1131.00	 7 063.00 	 97.84 Kè 	08.03.2023	2023-03-11	1.39%
4561	1144.00	 31 532.00 	 559.53 Kè 	27.03.2023	2023-03-30	1.77%
4562	1155.00	 30 663.00 	 605.07 Kè 	03.03.2023	2023-03-04	1.97%
4563	1159.00	 31 412.00 	 563.62 Kè 	11.03.2023	2023-03-13	1.79%
4564	1070.00	 72 673.00 	 1 183.36 Kè 	14.03.2023	2023-03-16	1.63%
4565	1049.00	 71 179.00 	 900.24 Kè 	24.03.2023	2023-03-25	1.26%
4566	1197.00	 98 341.00 	 1 930.59 Kè 	13.03.2023	2023-03-17	1.96%
4567	1179.00	 12 633.00 	 127.93 Kè 	07.03.2023	2023-03-11	1.01%
4568	1138.00	 93 648.00 	 1 189.85 Kè 	13.03.2023	2023-03-14	1.27%
4569	1103.00	 76 276.00 	 1 236.16 Kè 	19.03.2023	2023-03-20	1.62%
4570	1196.00	 29 174.00 	 481.79 Kè 	07.03.2023	2023-03-08	1.65%
4571	1143.00	 75 341.00 	 1 173.25 Kè 	11.03.2023	2023-03-12	1.56%
4572	1170.00	 78 829.00 	 1 533.94 Kè 	19.03.2023	2023-03-23	1.95%
4573	1170.00	 13 918.00 	 194.41 Kè 	21.03.2023	2023-03-23	1.40%
4574	1065.00	 57 966.00 	 1 000.43 Kè 	02.03.2023	2023-03-05	1.73%
4575	1190.00	 79 176.00 	 1 313.87 Kè 	16.03.2023	2023-03-20	1.66%
4576	1125.00	 98 095.00 	 1 343.52 Kè 	14.03.2023	2023-03-18	1.37%
4577	1008.00	 86 987.00 	 1 068.80 Kè 	25.03.2023	2023-03-29	1.23%
4578	1002.00	 20 106.00 	 294.91 Kè 	12.03.2023	2023-03-14	1.47%
4579	1137.00	 29 281.00 	 500.24 Kè 	14.03.2023	2023-03-17	1.71%
4580	1003.00	 97 171.00 	 1 738.81 Kè 	25.03.2023	2023-03-26	1.79%
4581	1170.00	 96 808.00 	 1 810.89 Kè 	19.03.2023	2023-03-23	1.87%
4582	1154.00	 72 974.00 	 912.29 Kè 	24.03.2023	2023-03-25	1.25%
4583	1175.00	 90 298.00 	 1 240.90 Kè 	07.03.2023	2023-03-10	1.37%
4584	1070.00	 13 494.00 	 158.25 Kè 	19.03.2023	2023-03-22	1.17%
4585	1157.00	 44 658.00 	 494.92 Kè 	06.03.2023	2023-03-10	1.11%
4586	1061.00	 57 306.00 	 1 107.92 Kè 	18.03.2023	2023-03-21	1.93%
4587	1126.00	 91 000.00 	 1 659.09 Kè 	20.03.2023	2023-03-21	1.82%
4588	1106.00	 80 997.00 	 1 385.10 Kè 	23.03.2023	2023-03-25	1.71%
4589	1046.00	 53 985.00 	 719.96 Kè 	17.03.2023	2023-03-18	1.33%
4590	1048.00	 92 719.00 	 1 806.67 Kè 	18.03.2023	2023-03-22	1.95%
4591	1092.00	 95 581.00 	 1 004.16 Kè 	05.03.2023	2023-03-07	1.05%
4592	1049.00	 23 056.00 	 278.54 Kè 	05.03.2023	2023-03-07	1.21%
4593	1097.00	 1 451.00 	 25.57 Kè 	11.03.2023	2023-03-15	1.76%
4594	1159.00	 93 696.00 	 1 011.82 Kè 	17.03.2023	2023-03-21	1.08%
4595	1112.00	 88 571.00 	 1 595.30 Kè 	09.03.2023	2023-03-12	1.80%
4596	1116.00	 46 760.00 	 503.10 Kè 	20.03.2023	2023-03-23	1.08%
4597	1130.00	 23 183.00 	 402.42 Kè 	17.03.2023	2023-03-21	1.74%
4598	1174.00	 8 781.00 	 114.28 Kè 	16.03.2023	2023-03-19	1.30%
4599	1016.00	 90 233.00 	 1 477.88 Kè 	09.03.2023	2023-03-13	1.64%
4600	1106.00	 27 567.00 	 391.19 Kè 	11.03.2023	2023-03-15	1.42%
4601	1087.00	 27 977.00 	 412.16 Kè 	24.03.2023	2023-03-25	1.47%
4602	1119.00	 28 388.00 	 525.75 Kè 	23.03.2023	2023-03-24	1.85%
4603	1058.00	 62 335.00 	 671.45 Kè 	23.03.2023	2023-03-24	1.08%
4604	1066.00	 88 174.00 	 1 538.69 Kè 	05.03.2023	2023-03-07	1.75%
4605	1148.00	 42 884.00 	 835.37 Kè 	15.03.2023	2023-03-17	1.95%
4606	1194.00	 10 805.00 	 108.14 Kè 	12.03.2023	2023-03-13	1.00%
4607	1196.00	 42 729.00 	 803.03 Kè 	18.03.2023	2023-03-21	1.88%
4608	1155.00	 99 146.00 	 1 300.57 Kè 	10.03.2023	2023-03-12	1.31%
4609	1138.00	 6 474.00 	 77.52 Kè 	13.03.2023	2023-03-15	1.20%
4610	1079.00	 59 475.00 	 872.55 Kè 	04.03.2023	2023-03-08	1.47%
4611	1010.00	 85 753.00 	 885.59 Kè 	24.03.2023	2023-03-26	1.03%
